name;;;;;;
ALAS;;;;;;
CHLA;;;;;;
CPHL;;;;;;
CAR;;;;;;
CAST;;;;;;
HCC;;;;;;
CPLV;;;;;;
ELCH;;;;;;
EHC;;;;;;
FEN;;;;;;
LIO;;;;;;
GADE;;;;;;
GAT;;;;;;
TEN;;;;;;
HALC;;;;;;
IGU;;;;;;
ISCA;;;;;;
JUJ;;;;;;
LOS;;;;;;
MEI;;;;;;
MET;;;;;;
MIS;;;;;;
MOL;;;;;;
ORO;;;;;;
PUM;;;;;;
REN;;;;;;
MUR;;;;;;
ROZ;;;;;;
RUBI;;;;;;
SKUL;;;;;;
TRC;;;;;;
TRO;;;;;;
TSUN;;;;;;
TUC;;;;;;
SANT;;;;;;
LLOP;;;;;;
